,Customer ID,Total Quantity,Total Price,Country,Date,Is Back,Purchase Count
2141,13767,260,31.6,United Kingdom,2010-12-01,Yes,14
2142,17761,398,69.36,United Kingdom,2011-11-07,No,19
2143,13828,311,14.85,United Kingdom,2011-11-17,No,15
2144,16103,130,16.5,United Kingdom,2011-04-20,Yes,10
2145,16098,134,10.2,United Kingdom,2010-12-01,Yes,12
2146,15046,275,0.85,United Kingdom,2011-01-05,Yes,28
2147,13062,343,60.48,United Kingdom,2011-06-01,No,11
2148,17203,901,50.4,United Kingdom,2011-10-10,Yes,20
2149,14592,234,0.39,United Kingdom,2011-10-06,Yes,75
2150,17134,80,11.85,United Kingdom,2011-03-20,Yes,20
2151,13955,110,51.0,United Kingdom,2011-02-07,Yes,11
2152,12353,20,19.9,Bahrain,2011-05-19,No,4
2153,14620,73,15.9,United Kingdom,2011-03-01,Yes,15
2154,14828,968,237.6,United Kingdom,2011-01-07,Yes,5
2155,13035,212,15.0,United Kingdom,2011-03-24,Yes,12
2156,16245,258,8.7,United Kingdom,2011-03-28,Yes,30
2157,13941,644,15.0,United Kingdom,2010-12-02,Yes,11
2158,14570,95,0.85,United Kingdom,2011-03-04,No,28
2159,15606,66,15.0,United Kingdom,2011-01-19,Yes,10
2160,18074,190,19.35,United Kingdom,2010-12-01,No,13
2161,14878,135,25.2,United Kingdom,2010-12-16,Yes,13
2162,16153,75,15.0,United Kingdom,2010-12-20,Yes,10
2163,14658,23,2.95,United Kingdom,2011-08-14,Yes,14
2164,16906,45,4.25,United Kingdom,2011-04-05,Yes,22
2165,14087,250,-12.75,United Kingdom,2011-12-07,No,70
2166,15883,72,7.11,United Kingdom,2011-11-06,Yes,20
2167,16043,155,29.7,United Kingdom,2011-01-26,Yes,17
2168,12628,195,30.0,Germany,2011-10-06,Yes,16
2169,13813,177,17.7,Germany,2011-07-28,Yes,16
2170,16252,-158,-26.0,United Kingdom,2010-12-08,No,21
2171,16072,140,44.55,United Kingdom,2011-02-24,No,23
2172,14853,34,19.8,United Kingdom,2011-05-12,Yes,3
2173,17031,125,20.8,United Kingdom,2011-07-08,Yes,13
2174,16665,59,25.5,United Kingdom,2010-12-12,No,9
2175,17105,359,5.8,United Kingdom,2011-02-06,Yes,38
2176,14760,40,10.2,United Kingdom,2011-02-15,Yes,5
2177,14354,90,18.96,United Kingdom,2011-11-09,Yes,6
2178,14085,106,37.5,United Kingdom,2010-12-06,Yes,12
2179,13226,80,9.95,United Kingdom,2011-03-11,No,16
2180,15400,190,95.2,United Kingdom,2011-03-06,Yes,5
2181,16392,203,5.0,United Kingdom,2011-03-15,No,45
2182,13799,186,45.9,United Kingdom,2011-02-18,Yes,16
2183,12897,64,58.0,United Kingdom,2011-02-11,Yes,2
2184,16013,360,204.0,United Kingdom,2010-12-03,Yes,3
2185,18252,18,19.8,United Kingdom,2011-06-21,Yes,3
2186,14789,116,28.44,United Kingdom,2011-11-11,No,6
2187,14348,183,91.8,United Kingdom,2011-03-24,No,18
2188,17248,213,4.95,United Kingdom,2011-08-11,No,69
2189,16474,204,5.1,United Kingdom,2011-07-17,Yes,105
2190,14272,87,25.5,United Kingdom,2011-03-30,Yes,8
2191,16056,347,9.95,United Kingdom,2011-10-25,No,68
2192,16059,51,5.9,United Kingdom,2010-12-07,Yes,18
2193,14403,274,8.25,United Kingdom,2011-04-06,Yes,14
2194,15865,178,17.0,United Kingdom,2011-05-10,Yes,16
2195,17685,331,174.0,United Kingdom,2010-12-02,Yes,12
2196,16431,204,6.8,United Kingdom,2011-02-15,Yes,50
2197,14888,184,16.5,United Kingdom,2011-05-16,No,20
2198,16025,338,14.94,United Kingdom,2011-11-10,No,28
2199,14077,63,8.25,United Kingdom,2011-03-10,Yes,20
2200,17744,544,16.8,United Kingdom,2010-12-16,Yes,19
2201,17007,104,15.0,United Kingdom,2010-12-17,Yes,12
2202,17871,182,5.76,United Kingdom,2011-05-19,No,10
2203,12798,2256,515.52,Japan,2011-06-22,Yes,6
2204,12451,2334,9.12,Switzerland,2011-01-19,Yes,101
2205,18119,125,11.95,United Kingdom,2010-12-07,No,30
2206,17206,76,34.68,United Kingdom,2011-10-17,No,7
2207,17739,90,81.36,United Kingdom,2010-12-14,Yes,5
2208,16249,441,13.2,United Kingdom,2011-04-14,Yes,22
2209,14427,208,5.04,United Kingdom,2011-10-07,Yes,16
2210,13860,176,22.5,United Kingdom,2011-09-14,Yes,24
2211,17242,411,49.8,United Kingdom,2011-06-12,Yes,29
2212,15513,116,102.0,United Kingdom,2010-12-01,Yes,3
2213,13018,166,29.7,United Kingdom,2011-02-17,Yes,18
2214,16725,64,16.95,United Kingdom,2010-12-03,Yes,25
2215,14649,350,10.2,United Kingdom,2011-05-11,Yes,49
2216,16218,438,30.0,United Kingdom,2010-12-01,Yes,28
2217,15175,454,17.4,United Kingdom,2011-09-29,No,23
2218,12976,561,19.8,United Kingdom,2011-05-12,No,22
2219,13122,537,29.85,United Kingdom,2011-04-13,Yes,54
2220,16881,600,432.0,United Kingdom,2011-10-04,No,1
2221,13295,-1,-3.25,United Kingdom,2010-12-02,Yes,1
2222,14032,176,18.6,United Kingdom,2010-12-08,Yes,14
2223,15839,234,16.5,United Kingdom,2011-07-14,Yes,20
2224,14727,62,50.85,United Kingdom,2011-03-10,No,10
2225,13639,800,23.4,United Kingdom,2011-09-26,No,40
2226,13947,44,13.5,United Kingdom,2011-10-05,No,5
2227,13712,352,15.0,United Kingdom,2011-04-07,No,10
2228,14929,136,17.4,United Kingdom,2011-11-07,No,11
2229,12461,282,13.52,Switzerland,2011-07-08,Yes,34
2230,15747,132,10.4,United Kingdom,2011-06-20,Yes,19
2231,17201,268,0.65,United Kingdom,2011-10-17,No,40
2232,13417,72,23.8,United Kingdom,2011-05-18,Yes,10
2233,14591,105,50.0,United Kingdom,2011-05-10,Yes,45
2234,15802,-1,-451.42,United Kingdom,2011-07-20,No,0
2235,13212,95,9.9,United Kingdom,2011-10-09,Yes,56
2236,13865,42,15.0,United Kingdom,2011-02-23,Yes,7
2237,13068,100,165.0,United Kingdom,2011-01-24,Yes,1
2238,12607,1228,19.8,USA,2011-10-10,Yes,101
2239,16617,91,53.1,United Kingdom,2011-04-18,No,5
2240,16093,20,17.0,United Kingdom,2011-08-25,No,1
2241,14320,235,15.0,United Kingdom,2011-01-11,Yes,23
2242,13678,924,4.8,United Kingdom,2011-07-11,No,16
2243,16007,420,17.9,United Kingdom,2011-05-08,Yes,79
2244,13196,320,14.85,United Kingdom,2011-03-22,Yes,34
2245,14915,76,17.88,United Kingdom,2011-03-07,Yes,8
2246,13784,156,30.6,United Kingdom,2011-01-11,Yes,4
2247,14904,593,18.72,United Kingdom,2011-11-14,Yes,22
2248,14386,54,31.8,United Kingdom,2011-02-16,No,7
2249,16048,144,50.4,United Kingdom,2010-12-01,Yes,8
2250,17893,161,3.25,United Kingdom,2011-04-28,No,16
2251,13183,400,12.5,United Kingdom,2011-01-09,Yes,20
2252,17580,11,15.0,United Kingdom,2010-12-16,Yes,3
2253,12811,104,16.5,Portugal,2011-02-28,Yes,13
2254,14434,92,69.6,United Kingdom,2011-09-28,Yes,3
2255,12556,166,12.5,Spain,2011-07-11,Yes,67
2256,12764,386,17.4,Lebanon,2011-01-27,No,45
2257,14913,423,10.08,United Kingdom,2010-12-15,Yes,17
2258,17367,150,17.4,United Kingdom,2011-04-15,No,34
2259,16791,130,4.35,United Kingdom,2011-01-11,Yes,52
2260,14346,104,7.5,United Kingdom,2011-02-15,Yes,17
2261,17898,124,3.3,United Kingdom,2011-05-16,Yes,20
2262,17562,366,20.88,United Kingdom,2011-06-19,Yes,21
2263,15930,139,16.5,United Kingdom,2011-10-03,No,21
2264,16333,3012,544.32,United Kingdom,2011-02-03,Yes,2
2265,13538,24,31.8,United Kingdom,2011-01-28,Yes,3
2266,16253,1340,39.6,United Kingdom,2011-03-29,Yes,53
2267,17221,115,10.5,United Kingdom,2011-11-03,Yes,30
2268,12721,-5,-3.35,France,2010-12-09,Yes,3
2269,16034,128,1.25,United Kingdom,2011-01-11,Yes,9
2270,17724,78,17.7,United Kingdom,2011-07-24,Yes,11
2271,15602,57,17.7,United Kingdom,2010-12-06,Yes,3
2272,15270,362,23.8,United Kingdom,2011-02-02,Yes,18
2273,13316,2048,180.0,United Kingdom,2011-03-30,Yes,11
2274,16659,72,20.4,United Kingdom,2011-06-03,No,2
2275,14710,115,17.0,United Kingdom,2011-10-11,Yes,29
2276,17353,600,217.5,United Kingdom,2011-07-08,Yes,4
2277,14873,168,25.5,United Kingdom,2011-05-13,No,28
2278,17508,289,9.9,Greece,2011-03-04,No,22
2279,16734,109,1.65,United Kingdom,2011-08-17,Yes,33
2280,15608,230,17.0,United Kingdom,2011-08-11,Yes,18
2281,16461,49,9.95,United Kingdom,2011-06-15,No,33
2282,16293,189,12.6,United Kingdom,2010-12-07,Yes,16
2283,17841,196,-2.1,United Kingdom,2010-12-01,Yes,67
2284,17730,262,25.2,United Kingdom,2011-01-17,Yes,17
2285,16855,80,15.0,United Kingdom,2011-10-27,Yes,9
2286,14470,138,7.95,United Kingdom,2011-02-25,Yes,35
2287,17341,291,5.04,United Kingdom,2010-12-08,Yes,161
2288,13345,141,17.7,United Kingdom,2011-02-25,Yes,20
2289,15066,317,18.75,United Kingdom,2011-10-17,Yes,42
2290,17697,93,12.6,United Kingdom,2011-04-17,No,19
2291,12718,203,9.36,France,2011-09-29,No,18
2292,14687,470,10.2,United Kingdom,2011-08-25,No,15
2293,13700,274,3.48,United Kingdom,2011-01-16,Yes,26
2294,13946,95,45.0,United Kingdom,2011-03-17,Yes,4
2295,14501,45,17.7,United Kingdom,2011-01-24,Yes,4
2296,14199,28,175.2,United Kingdom,2011-05-05,No,2
2297,12453,473,19.8,Austria,2011-07-28,No,43
2298,12868,112,29.7,United Kingdom,2010-12-01,Yes,12
2299,15759,32,35.4,United Kingdom,2010-12-16,Yes,4
2300,16282,114,34.0,United Kingdom,2011-01-04,No,11
2301,16145,270,20.4,United Kingdom,2010-12-15,Yes,17
2302,12902,66,17.7,United Kingdom,2011-03-20,No,10
2303,15244,240,19.8,United Kingdom,2011-04-05,Yes,15
2304,14507,260,51.0,United Kingdom,2011-03-08,Yes,41
2305,14792,-2,-1.95,United Kingdom,2011-10-06,Yes,2
2306,17377,102,49.5,United Kingdom,2010-12-01,Yes,15
2307,14829,190,25.5,United Kingdom,2010-12-02,Yes,19
2308,14981,97,16.5,United Kingdom,2011-04-07,No,8
2309,17458,170,12.45,United Kingdom,2011-11-24,No,54
2310,16961,125,20.0,United Kingdom,2011-08-15,No,14
2311,13139,210,78.0,United Kingdom,2011-03-25,Yes,5
2312,15464,350,39.95,United Kingdom,2011-01-05,No,157
2313,14988,141,1.66,United Kingdom,2011-05-12,No,40
2314,15590,-1,-30.19,United Kingdom,2011-02-23,No,0
2315,13199,452,276.48,United Kingdom,2010-12-08,Yes,4
2316,16347,162,9.95,United Kingdom,2011-11-03,Yes,52
2317,12618,96,15.0,Italy,2011-11-18,No,10
2318,12598,316,15.6,France,2011-02-28,Yes,25
2319,13973,109,15.0,United Kingdom,2011-02-25,No,11
2320,15152,429,17.7,United Kingdom,2011-06-05,Yes,43
2321,15074,455,34.68,United Kingdom,2011-08-26,No,42
2322,17001,260,20.8,United Kingdom,2010-12-16,Yes,12
2323,15306,278,17.4,United Kingdom,2011-07-14,Yes,17
2324,17513,254,70.8,United Kingdom,2011-09-28,No,6
2325,17895,130,7.5,United Kingdom,2011-10-26,No,16
2326,16957,64,79.2,United Kingdom,2011-03-03,Yes,4
2327,17536,6,25.5,United Kingdom,2011-06-15,No,3
2328,16764,95,5.95,United Kingdom,2011-07-19,Yes,72
2329,14117,72,30.0,United Kingdom,2011-07-19,No,3
2330,15232,372,8.5,United Kingdom,2011-07-22,Yes,18
2331,13589,28,14.95,United Kingdom,2011-06-13,Yes,9
2332,15750,308,20.28,United Kingdom,2010-12-08,Yes,19
2333,14397,184,30.0,United Kingdom,2011-05-10,Yes,11
2334,14159,114,3.9,United Kingdom,2010-12-12,Yes,51
2335,15339,159,9.9,United Kingdom,2011-01-25,Yes,41
2336,14546,352,-0.42,United Kingdom,2011-04-05,Yes,101
2337,17368,711,23.1,United Kingdom,2011-01-06,Yes,17
2338,12990,50,58.5,United Kingdom,2011-02-02,Yes,3
2339,13145,1,295.0,United Kingdom,2010-12-02,Yes,1
2340,17372,128,8.85,United Kingdom,2010-12-12,Yes,46
2341,14432,362,1.17,United Kingdom,2011-09-11,Yes,51
2342,17360,167,4.25,United Kingdom,2011-06-08,Yes,60
2343,16070,251,81.36,United Kingdom,2011-11-07,Yes,19
2344,17742,71,15.9,United Kingdom,2011-01-11,Yes,13
2345,15315,262,18.0,United Kingdom,2011-08-15,Yes,16
2346,16967,333,15.0,United Kingdom,2011-06-03,No,21
2347,17631,92,16.8,United Kingdom,2011-04-21,Yes,21
2348,13028,380,19.8,United Kingdom,2011-10-25,Yes,24
2349,17648,169,15.9,United Kingdom,2011-04-04,Yes,36
2350,12818,929,302.4,Austria,2011-03-23,Yes,13
2351,12664,164,180.0,Finland,2011-01-21,Yes,4
2352,12592,165,25.5,Germany,2011-05-10,Yes,8
2353,13311,271,5.04,United Kingdom,2011-07-12,Yes,24
2354,12617,213,25.0,France,2011-11-10,No,42
2355,13657,132,12.6,United Kingdom,2011-05-22,Yes,9
2356,12507,219,29.7,Spain,2011-02-14,Yes,12
2357,13404,99,15.0,United Kingdom,2011-05-11,Yes,9
2358,12509,55,49.5,France,2011-02-28,No,6
2359,15507,162,7.95,United Kingdom,2011-06-21,No,46
2360,18086,106,10.08,United Kingdom,2011-03-10,No,7
2361,15075,447,33.2,United Kingdom,2011-09-23,No,27
2362,13116,291,25.5,United Kingdom,2011-07-24,Yes,30
2363,15740,152,9.36,United Kingdom,2011-10-21,No,9
2364,13854,68,175.2,United Kingdom,2010-12-09,Yes,3
2365,12567,611,37.2,France,2010-12-05,Yes,62
2366,16113,176,15.12,United Kingdom,2011-06-09,No,30
2367,15307,37,22.5,United Kingdom,2011-09-05,No,12
2368,18004,78,1.65,United Kingdom,2010-12-12,No,40
2369,15301,503,15.9,United Kingdom,2010-12-06,Yes,34
2370,16861,-7,-4.41,United Kingdom,2010-12-06,Yes,1
2371,14238,111,22.5,United Kingdom,2011-01-17,No,8
2372,15709,121,38.16,United Kingdom,2011-03-01,No,6
2373,17159,305,17.85,United Kingdom,2011-06-21,Yes,30
2374,14609,2400,144.0,United Kingdom,2011-02-16,Yes,1
2375,17535,136,10.2,United Kingdom,2011-03-04,No,13
2376,15275,498,9.95,United Kingdom,2011-11-02,Yes,41
2377,12347,319,25.2,Iceland,2010-12-07,Yes,31
2378,16316,230,17.0,United Kingdom,2010-12-16,Yes,20
2379,18259,116,12.6,United Kingdom,2010-12-08,Yes,7
2380,16283,160,9.9,United Kingdom,2011-05-15,Yes,36
2381,15472,251,2.08,United Kingdom,2011-08-18,No,76
2382,13758,137,37.2,United Kingdom,2010-12-01,Yes,17
2383,18035,425,17.4,United Kingdom,2011-10-27,Yes,27
2384,13483,160,10.08,United Kingdom,2011-10-05,No,10
2385,17600,144,16.65,United Kingdom,2011-11-22,No,13
2386,15063,56,30.6,United Kingdom,2011-05-10,No,5
2387,13110,70,3.9,United Kingdom,2011-02-01,Yes,20
2388,12518,187,15.6,Germany,2011-08-21,Yes,17
2389,17553,1048,237.6,United Kingdom,2011-08-02,No,2
2390,15974,388,14.85,United Kingdom,2011-02-24,Yes,32
2391,13102,210,70.2,United Kingdom,2010-12-09,Yes,11
2392,13975,454,5.45,United Kingdom,2011-03-08,Yes,117
2393,15224,0,-1.65,United Kingdom,2010-12-12,Yes,4
2394,17703,178,13.2,United Kingdom,2011-07-24,Yes,17
2395,14627,-5,-3.75,United Kingdom,2011-02-01,No,5
2396,15463,106,6.84,United Kingdom,2011-11-10,No,7
2397,16938,120,10.2,United Kingdom,2011-02-04,Yes,14
2398,17033,124,63.6,United Kingdom,2010-12-15,Yes,8
2399,12936,434,34.68,United Kingdom,2011-09-22,Yes,33
2400,18105,46,3.75,United Kingdom,2011-11-02,No,18
2401,13221,153,11.8,United Kingdom,2010-12-15,Yes,35
2402,12909,598,16.5,United Kingdom,2011-03-31,Yes,43
2403,13405,37,25.5,United Kingdom,2011-01-26,Yes,6
2404,17714,92,15.0,United Kingdom,2011-01-23,No,10
2405,15201,308,39.0,United Kingdom,2011-04-06,Yes,19
2406,13308,519,15.0,United Kingdom,2011-05-20,Yes,26
2407,15104,220,33.9,United Kingdom,2011-03-02,Yes,28
2408,17624,312,35.8,United Kingdom,2011-05-05,Yes,25
2409,17429,256,8.5,United Kingdom,2011-05-05,Yes,17
2410,15643,176,25.5,United Kingdom,2011-03-02,Yes,23
2411,12390,353,19.8,Belgium,2011-09-21,No,31
2412,17611,129,7.5,United Kingdom,2010-12-13,Yes,44
2413,16902,629,37.5,United Kingdom,2011-08-15,No,44
2414,17002,266,52.2,United Kingdom,2011-02-22,Yes,17
2415,15634,99,17.7,United Kingdom,2011-11-22,No,15
2416,16690,46,15.0,United Kingdom,2011-05-22,Yes,5
2417,16647,65,15.0,United Kingdom,2011-05-19,Yes,9
2418,15297,96,13.05,United Kingdom,2011-10-07,Yes,14
2419,13769,122,17.7,United Kingdom,2010-12-07,Yes,10
2420,15503,74,0.42,United Kingdom,2010-12-12,No,70
2421,16394,365,12.5,United Kingdom,2011-02-23,Yes,26
2422,17100,800,15.0,United Kingdom,2011-11-21,No,65
2423,12425,496,8.5,Portugal,2011-09-22,No,36
2424,12430,117,9.96,Norway,2011-10-27,No,10
2425,17237,79,5.85,United Kingdom,2011-11-17,Yes,12
2426,17925,72,244.08,United Kingdom,2010-12-02,No,1
2427,16940,549,11.05,United Kingdom,2011-02-23,Yes,83
2428,15406,130,2.55,United Kingdom,2011-02-11,Yes,43
2429,16141,238,17.85,United Kingdom,2011-09-12,No,30
2430,17375,69,5.95,United Kingdom,2010-12-13,Yes,21
2431,12530,95,139.8,Germany,2011-01-07,Yes,12
2432,14619,152,19.9,United Kingdom,2011-04-08,Yes,20
2433,12409,3142,62.4,Switzerland,2011-06-10,Yes,64
2434,13569,44,3.75,United Kingdom,2010-12-07,Yes,24
2435,17706,225,25.5,United Kingdom,2010-12-08,Yes,28
2436,15704,407,15.0,United Kingdom,2011-05-08,Yes,47
2437,14379,128,5.85,United Kingdom,2011-02-17,Yes,17
2438,15781,29,12.75,United Kingdom,2011-02-07,Yes,5
2439,16416,188,22.68,United Kingdom,2011-10-14,Yes,35
2440,18251,7824,252.0,United Kingdom,2011-09-13,No,16
2441,16898,98,8.5,United Kingdom,2010-12-06,Yes,32
2442,14533,540,15.6,United Kingdom,2010-12-22,Yes,10
2443,15132,259,17.7,United Kingdom,2011-03-22,Yes,19
2444,17371,40,2.1,United Kingdom,2010-12-13,Yes,8
2445,14161,128,14.95,United Kingdom,2010-12-05,Yes,26
2446,17006,100,33.0,United Kingdom,2011-09-25,Yes,13
2447,16380,1524,100.0,United Kingdom,2011-10-09,No,32
2448,17702,-23,-59.5,United Kingdom,2010-12-09,Yes,5
2449,18010,60,12.75,United Kingdom,2011-03-28,No,14
2450,13819,546,17.0,United Kingdom,2011-01-24,Yes,13
2451,14474,140,11.7,United Kingdom,2011-10-24,Yes,29
2452,15628,250,10.2,United Kingdom,2010-12-08,Yes,19
2453,15189,208,175.2,United Kingdom,2011-01-11,Yes,5
2454,14421,194,19.8,United Kingdom,2011-05-12,Yes,15
2455,12815,239,17.85,Poland,2011-05-25,Yes,30
2456,14496,86,15.0,United Kingdom,2010-12-01,Yes,5
2457,17014,55,8.7,United Kingdom,2011-10-04,Yes,13
2458,12564,133,23.4,France,2011-03-23,No,20
2459,14175,146,19.9,United Kingdom,2011-01-14,Yes,16
2460,17386,300,89.64,United Kingdom,2011-06-27,Yes,6
2461,14595,76,25.2,United Kingdom,2011-01-30,Yes,5
2462,17588,56,15.9,United Kingdom,2011-04-21,Yes,10
2463,15245,826,34.0,United Kingdom,2011-03-23,Yes,49
2464,13744,995,18.0,United Kingdom,2011-02-20,Yes,53
2465,15955,246,26.4,United Kingdom,2010-12-02,Yes,20
2466,14229,195,12.5,United Kingdom,2011-01-10,Yes,20
2467,16746,236,51.0,United Kingdom,2010-12-16,Yes,11
2468,16008,75,16.8,United Kingdom,2011-05-19,Yes,6
2469,13974,249,15.0,United Kingdom,2011-10-21,No,28
2470,14985,89,3.9,United Kingdom,2010-12-16,Yes,50
2471,14784,56,40.56,United Kingdom,2011-01-20,Yes,4
2472,13343,135,19.8,United Kingdom,2011-06-15,Yes,19
2473,15780,65,17.85,United Kingdom,2010-12-17,Yes,12
2474,13356,325,17.4,United Kingdom,2011-09-20,No,42
2475,14301,606,60.0,United Kingdom,2011-08-14,Yes,13
2476,16169,410,20.8,United Kingdom,2011-09-25,Yes,26
2477,14441,-1,-8.5,United Kingdom,2010-12-09,Yes,1
2478,16553,-1,-4.25,United Kingdom,2010-12-08,Yes,1
2479,17512,373,35.7,United Kingdom,2011-02-11,Yes,23
2480,15385,161,12.48,United Kingdom,2011-10-30,No,12
2481,16976,88,76.32,United Kingdom,2011-03-17,No,2
2482,12720,299,19.5,Germany,2010-12-05,Yes,29
2483,18282,75,12.75,United Kingdom,2011-08-05,Yes,7
2484,12893,96,3.75,United Kingdom,2011-11-09,No,34
2485,14820,87,25.5,United Kingdom,2011-06-19,Yes,8
2486,17976,106,3.75,United Kingdom,2010-12-02,No,65
2487,16117,130,7.8,United Kingdom,2011-06-03,No,30
2488,14139,510,9.36,United Kingdom,2011-10-24,No,26
2489,13341,301,87.6,United Kingdom,2011-03-24,No,42
2490,13938,70,13.28,United Kingdom,2011-11-04,No,7
2491,12393,238,13.5,Australia,2011-01-11,Yes,19
2492,14740,260,9.9,United Kingdom,2011-03-01,Yes,30
2493,13507,751,13.5,United Kingdom,2011-07-17,Yes,82
2494,15861,561,19.9,United Kingdom,2011-03-17,Yes,115
2495,14863,132,34.68,United Kingdom,2011-11-10,No,11
2496,13177,91,17.7,United Kingdom,2011-10-06,No,17
2497,16042,-5,-17.0,United Kingdom,2010-12-02,Yes,2
2498,12397,704,14.85,Belgium,2011-07-27,Yes,69
2499,15078,213,16.5,United Kingdom,2010-12-06,Yes,22
2500,15346,144,17.85,United Kingdom,2011-01-11,No,17
2501,17557,147,7.95,United Kingdom,2011-09-19,Yes,20
2502,17123,246,25.2,United Kingdom,2011-07-01,No,9
2503,16554,0,-5.95,United Kingdom,2011-01-12,Yes,2
2504,14973,51,17.4,United Kingdom,2011-04-28,Yes,5
2505,13262,125,6.96,United Kingdom,2011-03-21,No,11
2506,14246,216,14.85,United Kingdom,2011-04-08,Yes,24
2507,13889,146,25.0,United Kingdom,2011-09-08,No,15
2508,13138,125,13.6,United Kingdom,2010-12-02,Yes,14
2509,18068,6,101.7,United Kingdom,2011-02-23,No,1
2510,14837,338,17.85,United Kingdom,2011-05-22,Yes,30
2511,15958,33,3.95,United Kingdom,2011-09-26,No,7
2512,15901,209,16.95,United Kingdom,2011-07-08,Yes,24
2513,15367,412,15.6,United Kingdom,2011-03-09,Yes,36
2514,15215,-3,-21.9,United Kingdom,2011-01-26,Yes,2
2515,14847,120,25.0,United Kingdom,2011-07-14,No,13
2516,16152,642,81.6,United Kingdom,2011-03-16,No,29
2517,14754,173,15.0,United Kingdom,2011-02-17,Yes,15
2518,12521,309,15.3,Germany,2011-07-20,No,37
2519,16491,478,20.28,United Kingdom,2011-10-24,No,39
2520,14419,55,5.95,United Kingdom,2010-12-10,Yes,21
2521,13976,154,69.36,United Kingdom,2011-05-17,No,10
2522,17219,89,5.0,United Kingdom,2011-11-08,No,25
2523,17772,58,3.75,United Kingdom,2011-11-29,No,53
2524,17540,64,17.7,United Kingdom,2011-01-27,Yes,8
2525,15279,-4,-4.25,United Kingdom,2010-12-09,Yes,2
2526,16583,111,15.0,United Kingdom,2010-12-01,No,14
2527,16108,599,24.96,United Kingdom,2011-09-16,No,49
2528,15651,238,5.04,United Kingdom,2011-03-24,Yes,16
2529,12602,162,23.9,France,2011-10-12,No,12
2530,16457,140,35.7,United Kingdom,2011-05-05,No,9
2531,18032,42,13.5,United Kingdom,2011-01-09,No,5
2532,17885,167,2.88,United Kingdom,2011-11-27,No,64
2533,15554,74,15.9,United Kingdom,2011-03-07,No,14
2534,14073,130,10.2,United Kingdom,2011-11-07,Yes,13
2535,13067,32,7.95,United Kingdom,2011-09-18,No,15
2536,16323,50,207.5,United Kingdom,2011-05-27,No,1
2537,13176,453,0.85,United Kingdom,2011-10-24,No,72
2538,15725,221,33.0,United Kingdom,2011-11-24,No,32
2539,15869,175,10.5,United Kingdom,2011-03-07,No,15
2540,14880,66,15.0,United Kingdom,2011-02-24,Yes,8
2541,15665,1174,35.4,United Kingdom,2011-04-10,Yes,77
2542,18221,123,19.8,United Kingdom,2011-05-12,Yes,15
2543,17148,82,8.5,United Kingdom,2011-10-19,No,9
2544,14793,91,15.0,United Kingdom,2011-11-18,Yes,14
2545,17831,12,17.7,United Kingdom,2011-11-06,No,2
2546,12360,434,10.2,Austria,2011-05-23,Yes,44
2547,16023,52,7.95,United Kingdom,2011-03-18,Yes,24
2548,14479,58,14.75,United Kingdom,2010-12-09,Yes,10
2549,17891,393,20.4,United Kingdom,2011-06-30,No,34
2550,16230,195,9.96,United Kingdom,2011-05-03,Yes,19
2551,16250,108,17.85,United Kingdom,2010-12-01,Yes,14
2552,14584,104,8.4,United Kingdom,2011-05-25,Yes,29
2553,17091,101,25.2,United Kingdom,2010-12-07,Yes,13
2554,15025,189,5.95,United Kingdom,2011-11-06,No,72
2555,17711,107,14.85,United Kingdom,2011-02-23,Yes,13
2556,14494,92,17.4,United Kingdom,2011-11-14,No,7
2557,14293,172,44.55,United Kingdom,2010-12-06,Yes,15
2558,14410,71,25.2,United Kingdom,2011-02-07,Yes,8
2559,16924,97,1.65,United Kingdom,2011-09-16,Yes,24
2560,12948,168,17.0,United Kingdom,2011-03-20,Yes,25
2561,17767,128,8.3,United Kingdom,2011-11-24,No,21
2562,12614,76,9.95,Germany,2011-03-07,No,20
2563,17356,166,28.05,United Kingdom,2011-02-01,No,19
2564,17303,144,1.45,United Kingdom,2010-12-13,No,53
2565,16352,144,15.6,United Kingdom,2011-11-02,Yes,14
2566,16049,320,0.55,United Kingdom,2011-09-25,Yes,114
2567,15454,86,4.95,United Kingdom,2010-12-12,No,25
2568,12828,84,27.0,United Kingdom,2011-08-01,Yes,12
2569,12942,69,15.9,United Kingdom,2010-12-09,Yes,16
2570,15187,172,39.6,United Kingdom,2011-05-11,Yes,9
2571,17169,102,15.3,United Kingdom,2011-06-09,Yes,18
2572,12363,282,15.9,Unspecified,2011-04-11,Yes,16
2573,14377,124,159.2,United Kingdom,2011-03-22,Yes,4
2574,16359,44,45.0,United Kingdom,2011-01-12,Yes,4
2575,15540,200,19.5,United Kingdom,2011-11-28,No,15
2576,15466,246,5.1,United Kingdom,2011-09-15,No,57
2577,15412,108,102.0,United Kingdom,2011-06-21,No,10
2578,18188,164,29.7,United Kingdom,2011-02-22,Yes,16
2579,14696,284,12.6,United Kingdom,2010-12-01,Yes,18
2580,15945,52,167.4,United Kingdom,2010-12-09,No,2
2581,17770,231,25.5,United Kingdom,2011-03-02,Yes,21
2582,15206,6,17.7,United Kingdom,2011-03-09,Yes,1
2583,14112,384,19.9,United Kingdom,2011-03-09,Yes,40
2584,17940,4752,95.04,United Kingdom,2011-02-10,Yes,5
2585,17050,69,14.85,United Kingdom,2011-02-13,Yes,19
2586,14524,137,14.95,United Kingdom,2010-12-14,Yes,26
2587,15703,66,23.4,United Kingdom,2011-03-20,No,5
2588,18144,95,14.85,United Kingdom,2010-12-01,Yes,3
